"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1COJF0424","EVERGREEN 1.3 NNE, CO US","39.6516","-105.3357","2272.0","2018-07",,,,
"US1COPK0046","LAKE GEORGE 7.5 WSW, CO US","38.9446","-105.4895","2710.0","2018-07",,,,
"US1AZPN0029","SADDLEBROOKE 1.5 ESE, AZ US","32.5304","-110.8593","976.9","2018-07",,,,
"US1AZPN0027","APACHE JUNCTION 3.2 N, AZ US","33.4563","-111.5425","582.2","2018-07",,,,
"US1CODN0175","DENVER 0.4 E, CO US","39.7282","-104.9544","1637.4","2018-07",,,,
"US1COSU0069","SILVERTHORNE 1.0 NNE, CO US","39.6652","-106.0752","2705.4","2018-07",,,,
"US1COSU0067","BRECKENRIDGE 1.9 SSE, CO US","39.4819","-106.0325","3013.6","2018-07",,,,
"US1COLA0012","MODEL 7.9 ESE, CO US","37.3369","-104.1084","1651.1","2018-07",,,,
"USR0000CSLP","HARBISON MEADOW COLORADO, CO US","40.2708","-105.8328","2621.3","2018-07","25.3",",,,U","1.4",",,,U"
"US1AZPN0020","APACHE JUNCTION 2.5 WSW, AZ US","33.396","-111.5807","485.2","2018-07",,,,
"US1NMDA0107","LAS CRUCES 1.9 WNW, NM US","32.3485","-106.785","1214.0","2018-07",,,,
"USC00053652","GUFFEY 9 SE, CO US","38.6866","-105.3925","2717.3","2018-07","25.8",",,,7","10.9",",,,7"
"US1NMGR0047","SILVER CITY 1.4 WSW, NM US","32.7755","-108.29","1850.7","2018-07",,,,
"US1NMGR0048","GILA 3.4 ENE, NM US","32.9734","-108.5197","1449.0","2018-07",,,,
"US1COJF0414","LITTLETON 4.7 W, CO US","39.6209","-105.1037","1712.7","2018-07",,,,
"US1AZYV0113","PRESCOTT 6.4 W, AZ US","34.5556","-112.5708","1978.5","2018-07",,,,
"US1NMGR0044","MIMBRES 3.6 SE, NM US","32.8144","-107.9411","1779.1","2018-07",,,,
"US1COPW0047","WILEY 0.3 S, CO US","38.1517","-102.7193","1140.6","2018-07",,,,
"US1AZPN0035","APACHE JUNCTION 3.0 ESE, AZ US","33.3916","-111.4928","524.0","2018-07",,,,
"USC00420849","BOULDER, UT US","37.905","-111.42","2026.9","2018-07","29.8",",,,7","17.9","1,,,7"
"USC00052790","EVERGREEN, CO US","39.638","-105.315","2129.0","2018-07","27.4","2,,,7","9.6","2,,,7"
"US1AZPN0033","CASA GRANDE 6.5 NNW, AZ US","32.9603","-111.7841","453.2","2018-07",,,,
"US1NMGR0027","CLIFF 5.7 NE, NM US","33.023","-108.5441","1427.1","2018-07",,,,
"USR0000CSKU","STORM KING MOUNTAIN COLORADO, CO US","39.5625","-107.42","2680.1","2018-07","30.7",",,,U","13.8",",,,U"
"US1AZPN0037","CASA GRANDE 5.7 SE, AZ US","32.809","-111.684","450.2","2018-07",,,,
"USW00093167","KINGMAN AIRPORT, AZ US","35.2577","-113.933","1042.4","2018-07","37.4",",,,W","22.2",",,,W"
"US1COSU0058","HEENEY 0.5 NW, CO US","39.8748","-106.3079","2436.6","2018-07",,,,
"US1NMDA0116","MESILLA 2.3 E, NM US","32.2718","-106.7668","1178.1","2018-07",,,,
"USS0005M08S","TRINCHERA, CO US","37.35","-105.23","3310.1","2018-07","21.8",",,,T","8.4",",,,T"
"USW00024126","OGDEN HINKLEY AIRPORT, UT US","41.19611","-112.01139","1362.5","2018-07","34.9",",,,W","19.8",",,,W"
"US1NMDA0117","LAS CRUCES 4.3 SSE, NM US","32.2786","-106.727","1243.9","2018-07",,,,
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","40.7781","-111.9694","1287.8","2018-07","35.3",",,,W","21.5",",,,W"
"US1COSU0061","SILVERTHORNE 2.8 SSW, CO US","39.6169","-106.1092","2999.2","2018-07",,,,
"USR0000BLAC","BLACK CEDAR FILMORE 5 E UTAH, UT US","38.9792","-112.2394","1975.1","2018-07","33.2",",,,U","17.1",",,,U"
"USS0008S08S","SILVER CREEK DIVIDE, NM US","33.37","-108.71","2743.2","2018-07","21.6",",,,T","10.6",",,,T"
"US1COSU0066","SILVERTHORNE 1.2 NE, CO US","39.6625","-106.0645","2857.2","2018-07",,,,
"US1AZYV0129","PRESCOTT 2.3 WNW, AZ US","34.552","-112.498","1698.0","2018-07",,,,
"US1NMGR0037","BAYARD 2.8 N, NM US","32.8002","-108.1271","1929.1","2018-07",,,,
"US1NMGR0034","SILVER CITY 4.6 W, NM US","32.7741","-108.345","1936.1","2018-07",,,,
"US1AZYV0125","PRESCOTT 6.0 N, AZ US","34.6261","-112.4435","1565.5","2018-07",,,,
"US1NMGR0033","SILVER CITY 4.4 N, NM US","32.846","-108.2596","2031.2","2018-07",,,,
"US1COJF0407","ASPEN PARK 2.8 NNE, CO US","39.5566","-105.2466","2419.2","2018-07",,,,
"US1NMGR0031","SILVER CITY 0.3 WNW, NM US","32.7854","-108.2716","1827.9","2018-07",,,,
"USC00029166","WALNUT GROVE, AZ US","34.3117","-112.5619","1147.3","2018-07",,,,
"US1NMSJ0027","FARMINGTON 2.8 S, NM US","36.7149","-108.1893","1624.0","2018-07",,,,
"USR0000CBIG","BIG HORN COLORADO, CO US","37.0203","-106.2006","2540.2","2018-07","26.4",",,,U","10.1",",,,U"
"US1AZPN0049","ORACLE 1.1 WSW, AZ US","32.6058","-110.7894","1375.3","2018-07",,,,
"US1COLR0025","FORT COLLINS 3.7 SW, CO US","40.5287","-105.1194","1576.1","2018-07",,,,
"US1COEP0210","COLORADO SPRINGS 3.0 S, CO US","38.7909","-104.8115","1827.9","2018-07",,,,
"USC00426123","NEOLA, UT US","40.4178","-110.0511","1813.6","2018-07",,,,
"USC00022527","DIAMOND M. RANCH, AZ US","35.2947","-113.3666","1674.0","2018-07","33.4",",,,7","14.0",",,,7"
"US1COLA0071","TRINIDAD 1.9 ENE, CO US","37.1751","-104.4726","1880.3","2018-07",,,,
"US1COLA0072","WALSENBURG 24.8 E, CO US","37.6513","-104.3243","1667.0","2018-07",,,,
"USR0000CWSC","WILLIS CREEK COLORADO, CO US","38.0039","-105.0564","2804.2","2018-07","23.9",",,,U","10.4",",,,U"
"US1AZPM0191","TUCSON 13.5 NW, AZ US","32.3686","-111.0714","697.7","2018-07",,,,
"USR0000SIGN","SIGNAL PEAK MONROE 5 E UTAH, UT US","38.6319","-112.0611","2667.0","2018-07","28.3",",,,U","16.6",",,,U"
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","31.8884","-110.9462","878.7","2018-07",,,,
"USC00420819","BOUNTIFUL BENCH, UT US","40.891","-111.8504","1508.8","2018-07","31.9",",,,7","20.9",",,,7"
"US1AZPM0193","TUCSON 10.7 WNW, AZ US","32.2988","-111.077","714.8","2018-07",,,,
"USC00029158","WALNUT CREEK, AZ US","34.9281","-112.8097","1551.4","2018-07","32.7",",,,7","17.0",",,,7"
"USC00290915","BERNARDO, NM US","34.4219","-106.8325","1443.2","2018-07",,,,
"USC00053662","GUNNISON 3 SW, CO US","38.5254","-106.9672","2323.2","2018-07","28.1",",,,7","8.4",",,,7"
"US1NMSJ0019","FARMINGTON 3.4 WSW, NM US","36.7408","-108.2445","1606.3","2018-07",,,,
"US1COJF0430","ARVADA 1.4 NNW, CO US","39.8391","-105.1178","1719.1","2018-07",,,,
"USC00029156","WALNUT CANYON N.M., AZ US","35.1721","-111.5097","2040.6","2018-07","30.9","3,,,7","14.5","3,,,7"
"USR0000ADRL","DRY LAKE ARIZONA, AZ US","33.3597","-109.8331","2264.1","2018-07","28.3",",,,U","15.5",",,,U"
"US1COJF0433","EVERGREEN 1.1 S, CO US","39.6176","-105.344","2275.6","2018-07",,,,
"US1AZPN0059","FLORENCE 6.2 SE, AZ US","32.9568","-111.3195","552.6","2018-07",,,,
"US1COLR0036","TIMNATH 4.1 NNE, CO US","40.5872","-104.963","1534.1","2018-07",,,,
"US1AZPN0050","SADDLEBROOKE 1.5 SW, AZ US","32.5187","-110.9023","982.4","2018-07",,,,
"US1NMSJ0010","AZTEC 9.2 NE, NM US","36.924","-107.8879","1827.9","2018-07",,,,
"US1COEP0226","COLORADO SPRINGS 2.0 N, CO US","38.8618","-104.8143","1862.0","2018-07",,,,
"USC00426135","NEPHI, UT US","39.71203","-111.83198","1568.5","2018-07","34.3",",,,7","18.4",",,,7"
"US1COEP0228","COLORADO SPRINGS 5.0 NNE, CO US","38.9004","-104.7836","1949.2","2018-07",,,,
"USC00021664","CHIRICAHUA NATIONAL MONUMENT, AZ US","32.0061","-109.3572","1615.4","2018-07",,,,
"USR0000ADRY","DRY PARK ARIZONA, AZ US","36.45","-112.24","2653.6","2018-07","26.1",",,,U","10.8",",,,U"
"US1AZPM0185","ORO VALLEY 1.8 W, AZ US","32.3924","-110.9912","760.2","2018-07",,,,
"US1COJF0427","ARVADA 2.1 SSE, CO US","39.7961","-105.0854","1622.5","2018-07",,,,
"US1AZPM0184","TUCSON 6.2 ENE, AZ US","32.2483","-110.82","774.5","2018-07",,,,
"US1COJF0425","GOLDEN 11.8 NW, CO US","39.8959","-105.3508","2368.6","2018-07",,,,
"US1AZYV0100","COTTONWOOD 2.2 SSW, AZ US","34.6998","-112.0121","1075.3","2018-07",,,,
"USC00296676","PECOS NATIONAL MONUMENT, NM US","35.5488","-105.6886","2096.4","2018-07","30.4","1,,,7","12.7","1,,,7"
"US1COLR0004","BELLVUE 5.9 W, CO US","40.6024","-105.2765","2015.9","2018-07",,,,
"USR0000RAYS","RAY S VALLEY UTAH, UT US","40.1178","-111.2747","2225.0","2018-07","30.1",",,,U","14.2",",,,U"
"US1NMSJ0042","FARMINGTON 2.0 SW, NM US","36.731","-108.206","1623.7","2018-07",,,,
"US1NMSJ0041","FARMINGTON 2.7 SSW, NM US","36.7161","-108.1969","1620.9","2018-07",,,,
"USC00054546","KIM 10 SSE, CO US","37.115","-103.2986","1602.3","2018-07","31.6",",,,7","15.4",",,,7"
"US1AZPN0065","QUEEN CREEK 5.3 SE, AZ US","33.1788","-111.5742","459.0","2018-07",,,,
"US1NMSJ0040","AZTEC 4.1 WSW, NM US","36.7956","-108.0666","1676.4","2018-07",,,,
"USR0000KANE","KANE GULCH BLANDING 23 WSW, UT US","37.5264","-109.8936","2011.7","2018-07","33.2",",,,U","15.4",",,,U"
"USC00021654","CHINO VALLEY, AZ US","34.7569","-112.4567","1447.8","2018-07","34.6","1,,,7","17.9",",,,7"
"US1COWE0187","HUDSON 4.8 WSW, CO US","40.044","-104.7254","1535.0","2018-07",,,,
"US1NMRV0010","PORTALES 5.1 SSW, NM US","34.1128","-103.3812","1246.0","2018-07",,,,
"US1NMGR0004","BAYARD 8.9 ENE, NM US","32.823","-108.004","1969.9","2018-07",,,,
"US1AZPM0176","ORO VALLEY 0.4 NW, AZ US","32.3932","-110.9656","774.2","2018-07",,,,
"US1NMGR0001","SILVER CITY 3.4 SW, NM US","32.7422","-108.2996","1811.1","2018-07",,,,
"US1COJF0458","LAKEWOOD 2.3 ESE, CO US","39.6855","-105.0723","1672.4","2018-07",,,,
"USW00093129","CEDAR CITY AIRPORT, UT US","37.7086","-113.0944","1702.6","2018-07","34.3",",,,W","15.5",",,,W"
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","31.8942","-110.9461","872.6","2018-07",,,,
"USC00296687","PEDERNAL 9 E, NM US","34.6152","-105.4739","1874.5","2018-07","31.7",",,,7","13.9",",,,7"
"US1COJF0457","ARVADA 3.5 WNW, CO US","39.8488","-105.1622","1740.7","2018-07",,,,
"US1COJF0455","ARVADA 4.7 W, CO US","39.8084","-105.1944","1742.5","2018-07",,,,
"USC00428771","TOOELE, UT US","40.5352","-112.3218","1506.9","2018-07","35.3",",,,7","19.4",",,,7"
"USC00054538","KIM 15 NNE, CO US","37.4536","-103.322","1581.9","2018-07","33.4",",,,7","16.1",",,,7"
"US1AZPN0071","SADDLEBROOKE 0.7 S, AZ US","32.526","-110.8862","1004.3","2018-07",,,,
"US1NMSJ0032","KIRTLAND 21.7 S, NM US","36.428","-108.2969","1951.3","2018-07",,,,
"US1COLR0495","LOVELAND 4.3 SW, CO US","40.3833","-105.139","1548.4","2018-07",,,,
"US1AZPN0075","FLORENCE 2.9 N, AZ US","33.0718","-111.383","470.9","2018-07",,,,
"USC00023828","HAPPY JACK RANGER STATION, AZ US","34.7433","-111.4139","2279.9","2018-07","26.2",",,,7","12.1",",,,7"
"US1COPU0014","PUEBLO 17 W, CO US","38.2214","-104.9425","1736.4","2018-07",,,,
"US1AZPN0073","QUEEN CREEK 3.9 ENE, AZ US","33.2606","-111.5676","448.1","2018-07",,,,
"US1COEP0207","COLORADO SPRINGS 7.1 NNW, CO US","38.9353","-104.847","2037.6","2018-07",,,,
"US1AZPM0162","ORO VALLEY 4.0 NNW, AZ US","32.4463","-110.9733","888.5","2018-07",,,,
"US1AZPM0164","TUCSON 3.1 ENE, AZ US","32.2444","-110.8759","760.2","2018-07",,,,
"US1AZPM0160","TUCSON 10.3 NNW, AZ US","32.3531","-111.0003","743.1","2018-07",,,,
"USS0005M03S","CULEBRA NUMBER 2, CO US","37.21","-105.2","3200.4","2018-07","21.6",",,,T","7.0",",,,T"
"US1COLR0987","ESTES PARK 1.8 SSE, CO US","40.3491","-105.5036","2329.3","2018-07",,,,
"US1COLR0500","LOV 3.8 S, CO US","40.3666","-105.0992","1549.9","2018-07",,,,
"US1NMOT0082","SUNSPOT 0.2 SSW, NM US","32.7874","-105.8207","2823.1","2018-07",,,,
"US1CODN0112","DENVER 0.2 NNW BOTANIC GARDEN, CO US","39.731","-104.9635","1645.0","2018-07",,,,
"US1COLR0501","LOV 1.8 NW, CO US","40.4262","-105.1162","1563.0","2018-07",,,,
"US1NMOT0081","ALAMOGORDO 3.4 N, NM US","32.9335","-105.9511","1366.7","2018-07",,,,
"US1COLN0053","LIMON 0.3 W, CO US","39.2669","-103.6952","1644.7","2018-07",,,,
"US1COPU0065","PUEBLO WEST 3.4 SSW, CO US","38.3042","-104.744","1560.9","2018-07",,,,
"US1AZMR0484","PARADISE VALLEY 2.4 NNE, AZ US","33.5635","-111.9311","400.5","2018-07",,,,
"US1COLN0054","LIMON 6.9 NE, CO US","39.3255","-103.5848","1722.4","2018-07",,,,
"US1UTUT0002","SPANISH FORK 1.0 W, UT US","40.1138","-111.6579","1396.0","2018-07",,,,
"US1CODG0243","CASTLE ROCK 3.3 SW, CO US","39.3432","-104.8929","1999.5","2018-07",,,,
"USS0011K36S","REES FLAT, UT US","39.5","-111.73","2197.9","2018-07","29.1",",,,T","9.4",",,,T"
"USW00094082","DINOSAUR 2 E, CO US","40.2446","-108.9677","1847.7","2018-07","34.8",",,,R","17.7",",,,R"
"US1CODG0245","CASTLE ROCK 0.5 NNW, CO US","39.3859","-104.8529","1915.1","2018-07",,,,
"US1COPU0074","PUEBLO WEST 1.7 S, CO US","38.3248","-104.721","1535.9","2018-07",,,,
"US1AZMR0488","SURPRISE 4.7 W, AZ US","33.642","-112.41","386.2","2018-07",,,,
"US1AZPM0273","TUCSON 11.3 WNW, AZ US","32.3045","-111.0848","722.4","2018-07",,,,
"US1NMOT0085","ALAMOGORDO 14.4 SW, NM US","32.7471","-106.1434","1232.0","2018-07",,,,
"USS0010J23S","BUCK PASTURE, UT US","40.84","-110.66","2956.6","2018-07","22.4",",,,T","4.5",",,,T"
"US1COLR0509","LOV 4.0 W, CO US","40.3926","-105.1587","1562.1","2018-07",,,,
"USW00094074","NUNN 7 NNE, CO US","40.8066","-104.7552","1642.9","2018-07","31.3",",,,R","12.1",",,,R"
"USW00094075","BOULDER 14 W, CO US","40.0354","-105.5409","2995.6","2018-07","20.5",",,,R","5.4",",,,R"
"US1COLR0993","FORT COLLINS 2.7 W, CO US","40.5559","-105.1207","1557.8","2018-07",,,,
"US1AZMR0470","FOUNTAIN HILLS 3.6 SW, AZ US","33.5763","-111.7569","538.3","2018-07",,,,
"US1AZMR0472","SURPRISE 6.9 W, AZ US","33.6219","-112.4498","397.2","2018-07",,,,
"US1CODG0253","CASTLE PINES 2.1 N, CO US","39.4606","-104.893","1994.0","2018-07",,,,
"USS0011K35S","THISTLE FLAT, UT US","39.24","-111.52","2699.9","2018-07","24.3",",,,T","12.2",",,,T"
"US1UTUT0019","LEHI 2.0 NNE, UT US","40.4306","-111.8436","1463.0","2018-07",,,,
"US1COPU0079","RYE 11.2 E, CO US","37.9525","-104.7297","1760.5","2018-07",,,,
"US1AZMR0479","ANTHEM 0.9 NE, AZ US","33.8641","-112.1164","595.3","2018-07",,,,
"US1AZMR0478","GILBERT 7.7 SSE, AZ US","33.2547","-111.7098","405.4","2018-07",,,,
"US1AZPM0269","GREEN VALLEY 1.2 W, AZ US","31.8683","-111.0098","902.5","2018-07",,,,
"US1COLN0057","HUGO 0.3 SSW, CO US","39.1305","-103.4701","1536.2","2018-07",,,,
"US1AZMR0475","CHANDLER 4.9 ESE, AZ US","33.2608","-111.7688","388.0","2018-07",,,,
"US1AZPM0265","TUCSON 13.8 NW, AZ US","32.3473","-111.1015","660.5","2018-07",,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.3629","-111.9254","362.4","2018-07",,,,
"USC00429717","ZION NATIONAL PARK, UT US","37.2091","-112.9814","1230.8","2018-07","38.6",",,,7","22.6",",,,7"
"US1COLN0058","ARRIBA 9.0 N, CO US","39.4134","-103.2854","1564.8","2018-07",,,,
"USR0000CART","CART CREEK UTAH, UT US","40.8847","-109.4122","2103.1","2018-07","30.6",",,,U","14.0",",,,U"
"US1AZPM0261","TUCSON 5.0 ENE, AZ US","32.2555","-110.8449","766.6","2018-07",,,,
"US1AZPM0264","TUCSON 8.4 N, AZ US","32.3407","-110.9385","867.8","2018-07",,,,
"US1NMOT0075","MAYHILL 4.0 SSE, NM US","32.8317","-105.458","2096.1","2018-07",,,,
"US1AZPM0263","TUCSON 10.7 NNW, AZ US","32.3513","-111.0163","730.3","2018-07",,,,
"USS0010J22S","BLACKS FORK JCT, UT US","40.96","-110.58","2703.6","2018-07","23.8",",,,T","5.1",",,,T"
"US1COLR0519","LOVELAND 7 SE, CO US","40.3748","-104.9708","1510.9","2018-07",,,,
"US1UTGR0002","MOAB 3.7 ESE, UT US","38.5452","-109.4878","1430.1","2018-07",,,,
"USC00058022","STRONTIA SPRINGS DAM, CO US","39.4344","-105.1208","1780.0","2018-07","29.7",",,,7","12.5",",,,7"
"US1UTUT0024","AMERICAN FORK 1.1 ESE, UT US","40.379","-111.7744","1409.1","2018-07",,,,
"USC00027716","SELIGMAN, AZ US","35.3322","-112.8797","1600.2","2018-07","34.3","1,,,7","15.5","2,,,7"
"US1AZMR0026","SUN CITY WEST 1.0 W, AZ US","33.6648","-112.371","384.0","2018-07",,,,
"USC00026865","QUARTZSITE, AZ US","33.665","-114.2272","266.7","2018-07","43.3",",,,7","27.4","1,,,7"
"US1AZPM0250","TUCSON 1.8 NNW, AZ US","32.2453","-110.9289","745.8","2018-07",,,,
"USS0010J21S","EF BLACKS FORK GS, UT US","40.88","-110.54","2852.9","2018-07","23.0",",,,T","5.9",",,,T"
"USC00290417","ANIMAS 3 ESE, NM US","31.938","-108.7688","1371.9","2018-07","33.8",",,,7","18.5",",,,7"
"US1NMOT0065","ALAMOGORDO 2.0 N, NM US","32.9125","-105.9511","1338.4","2018-07",,,,
"USS0008S01S","FRISCO DIVIDE, NM US","33.74","-108.95","2438.4","2018-07","25.3",",,,T","12.8",",,,T"
"US1UTGR0011","CASTLE VALLEY 0.7 WNW, UT US","38.637","-109.411","1440.5","2018-07",,,,
"US1NMUN0007","DES MOINES 7.3 ESE, NM US","36.7361","-103.7054","1861.4","2018-07",,,,
"USW00004138","BRIGHAM CITY 28 WNW, UT US","41.6163","-112.5437","1509.1","2018-07","34.0",",,,R","16.3",",,,R"
"US1NMUN0009","FOLSOM 10.5 ENE, NM US","36.9106","-103.7456","1718.5","2018-07",,,,
"US1UTGR0012","MOAB 2.7 SE, UT US","38.5443","-109.5126","1342.9","2018-07",,,,
"USC00057167","ROCKY FORD 2 SE, CO US","38.03846","-103.69477","1271.0","2018-07","33.6",",,,7","16.3",",,,7"
"US1AZMR0010","MESA 0.6 NNW, AZ US","33.4267","-111.7432","401.1","2018-07",,,,
"US1AZMR0494","GILBERT 7.3 SE, AZ US","33.2734","-111.693","413.6","2018-07",,,,
"US1CODG0278","LARKSPUR 6.5 NNW, CO US","39.2645","-104.9531","1935.5","2018-07",,,,
"USW00004134","GRANITE PEAK DUGWAY PROVING GROUND, UT US","40.16056","-113.35083","1310.6","2018-07","37.7",",,,W","20.8",",,,W"
"US1CODG0282","PARKER 2.5 WNW, CO US","39.5245","-104.8071","1797.7","2018-07",,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.786","-111.9774","596.5","2018-07",,,,
"US1AZMR0016","SCOTTSDALE 2.3 NE, AZ US","33.71","-111.8415","781.2","2018-07",,,,
"US1AZPM0247","TUCSON 10.3 WNW, AZ US","32.301","-111.068","707.7","2018-07",,,,
"USS0012L05S","SQUAW SPRINGS, UT US","38.5","-112.01","2775.2","2018-07","23.7",",,,T","11.1",",,,T"
"US1AZPM0249","TUCSON 5.8 E, AZ US","32.2262","-110.8213","795.5","2018-07",,,,
"US1AZPM0244","TUCSON 9.9 NW, AZ US","32.322","-111.0385","680.9","2018-07",,,,
"US1AZMR0496","GILBERT 1.2 ESE, AZ US","33.3447","-111.7595","383.7","2018-07",,,,
"US1AZMR0499","WITTMANN 0.5 ESE, AZ US","33.7775","-112.5232","513.0","2018-07",,,,
"USC00427516","ST. GEORGE, UT US","37.119","-113.6068","870.8","2018-07","40.3",",,,7","23.6",",,,7"
"US1CODG0281","PARKER 2.3 E, CO US","39.5063","-104.7211","1885.5","2018-07",,,,
"US1COPU0060","PUEBLO 1.1 ENE, CO US","38.27","-104.61","1421.9","2018-07",,,,
"US1AZPM0245","TUCSON 8.1 E, AZ US","32.2047","-110.7824","855.6","2018-07",,,,
"US1NMSF0096","POJOAQUE 0.7 N, NM US","35.9035","-106.0108","1799.5","2018-07",,,,
"US1AZPM0240","ORO VALLEY 1.7 SSW, AZ US","32.3658","-110.9678","810.2","2018-07",,,,
"USC00024675","KITT PEAK, AZ US","31.96018","-111.59787","2069.6","2018-07","26.8","4,,,7","15.8","4,,,7"
"US1NMOT0051","TULAROSA 1.0 E, NM US","33.0767","-106.0017","1393.9","2018-07",,,,
"US1UTGR0008","MOAB 0.7 ESE, UT US","38.5681","-109.5353","1258.8","2018-07",,,,
"USR0000CJAY","JAY COLORADO, CO US","38.8417","-107.7361","1889.8","2018-07","35.6",",,,U","17.9",",,,U"
"USS0010S01S","WORKMAN CREEK, AZ US","33.81","-110.92","2103.1","2018-07","25.5",",,,T","13.6",",,,T"
"US1UTGR0005","MOAB 1.3 NW, UT US","38.5864","-109.5629","1216.5","2018-07",,,,
"USC00290426","ANTELOPE WELLS, NM US","31.3347","-108.5299","1419.8","2018-07","33.2",",,,7","19.4",",,,7"
"USR0000AYEL","YELLOW JOHN MOUNTAIN ARIZONA, AZ US","36.1542","-113.5417","1877.6","2018-07","31.6",",,,U","12.2",",,,U"
"US1NMUN0003","CLAYTON 14.6 SSW, NM US","36.27","-103.3122","1544.1","2018-07",,,,
"US1UTGR0009","CASTLE VALLEY 0.6 W, UT US","38.6331","-109.4104","1458.8","2018-07",,,,
"US1NMOT0056","CLOUDCROFT 2.3 S, NM US","32.9204","-105.747","2658.8","2018-07",,,,
"USC00292608","DULCE, NM US","36.9358","-107.0","2070.5","2018-07","32.9",",,,7","11.3",",,,7"
"USR0000AHBR","HEBER ARIZONA, AZ US","34.3978","-110.5644","2022.3","2018-07","29.8",",,,U","14.4",",,,U"
"US1COLR0546","BLV 4.0 NW, CO US","40.6754","-105.215","1631.9","2018-07",,,,
"US1AZMR0042","SURPRISE 1.3 ESE, AZ US","33.6546","-112.4481","406.0","2018-07",,,,
"US1AZMR0041","BUCKEYE 7.8 SE, AZ US","33.3355","-112.4871","277.7","2018-07",,,,
"USS0011K32S","WRIGLEY CREEK, UT US","39.13","-111.35","2792.6","2018-07","23.7",",,,T","9.2",",,,T"
"USC00299686","WHITE SANDS NATIONAL MON, NM US","32.7822","-106.1759","1221.0","2018-07","36.2","2,,,7","19.1",",,,7"
"USC00426640","PARIA RANGER STATION, UT US","37.10457","-111.90013","1349.0","2018-07",,,,
"US1COWE0127","CARR 0.6 S, CO US","40.8877","-104.8781","1737.1","2018-07",,,,
"USS0005M07S","APISHAPA, CO US","37.33","-105.07","3048.0","2018-07","21.8",",,,T","9.5",",,,T"
"US1COWE0129","EATON 3.4 SE, CO US","40.4932","-104.6681","1446.0","2018-07",,,,
"USR0000CJAC","JACKS CANYON COLORADO, CO US","38.7533","-108.5797","2334.8","2018-07","30.4",",,,U","13.0",",,,U"
"USC00299691","WHITE SIGNAL, NM US","32.56178","-108.36107","1826.1","2018-07","31.1",",,,7","17.3",",,,7"
"US1AZMR0046","GLENDALE 3.5 S, AZ US","33.5339","-112.1957","347.2","2018-07",,,,
"US1AZPM0233","TUCSON 8.3 WSW, AZ US","32.171","-111.05","848.6","2018-07",,,,
"US1AZMR0045","SCOTTSDALE 5.3 NNW, AZ US","33.7566","-111.9046","694.3","2018-07",,,,
"US1AZMR0048","MESA 7.9 WSW, AZ US","33.358","-111.8563","367.3","2018-07",,,,
"US1AZPM0231","CATALINA 2.5 ESE, AZ US","32.4892","-110.8841","1020.5","2018-07",,,,
"US1AZPM0230","TUCSON 4.4 E, AZ US","32.2261","-110.8444","793.4","2018-07",,,,
"USW00094030","VERNAL MUNICIPAL AIRPORT, UT US","40.44278","-109.51278","1606.3","2018-07","35.4",",,,W","16.4",",,,W"
"USC00022480","DESTINY RANCH, AZ US","32.2844","-110.7313","828.8","2018-07","38.4",",,,7","23.8",",,,7"
"USR0000AHAV","HAVASU ARIZONA, AZ US","34.7872","-114.5617","144.8","2018-07","45.1",",,,U","25.1",",,,U"
"US1COLR0555","LIVERMORE 8.5 WSW, CO US","40.7335","-105.4052","2139.7","2018-07",,,,
"US1AZMR0031","CAREFREE 2.1 E, AZ US","33.8186","-111.8818","804.7","2018-07",,,,
"USS0011K31S","BUCK FLAT, UT US","39.13","-111.44","2874.3","2018-07","22.1",",,,T","8.4",",,,T"
"USC00051401","CASTLE ROCK, CO US","39.4105","-104.9058","1885.2","2018-07","30.2",",,,7","14.8",",,,7"
"USC00051886","CORTEZ, CO US","37.3444","-108.595","1879.7","2018-07","34.0",",,,7","15.1",",,,7"
"US1AZMR0032","TEMPE 3.3 S, AZ US","33.3404","-111.9303","361.2","2018-07",,,,
"USR0000ALIM","LIMESTONE CANYON ARIZONA, AZ US","34.1789","-110.2736","2072.6","2018-07","29.1",",,,U","16.5",",,,U"
"US1COWE0137","GREELEY 1.8 N, CO US","40.4285","-104.7024","1424.0","2018-07",,,,
"US1AZPM0229","TUCSON 6.4 ENE, AZ US","32.2625","-110.8227","765.0","2018-07",,,,
"USS0011J46S","BEAVER DIVIDE, UT US","40.61","-111.1","2523.7","2018-07","26.7",",,,T","10.1",",,,T"
"USC00426644","PARK CITY, UT US","40.6509","-111.5036","2110.1","2018-07","28.5",",,,7","14.1",",,,7"
"USS0012L07S","BIG FLAT, UT US","38.3","-112.36","3154.4","2018-07","21.1",",,,T","8.3",",,,T"
"USC00424467","KAMAS, UT US","40.6438","-111.2822","1975.4","2018-07","31.6",",,,7","11.6",",,,7"
"USS0006N14S","HOPEWELL, NM US","36.72","-106.26","3048.0","2018-07","22.2",",,,T","10.1",",,,T"
"US1AZMR0035","LITCHFIELD PARK 1.1 E, AZ US","33.5041","-112.3399","316.7","2018-07",,,,
